image_path,fruit_type,state,split
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.06.28 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.07.39 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.08.09 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.08.29 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.08.41 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.08.48 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.08.54 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.09.05 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.09.32 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.09.49 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.10.21 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.10.53 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.10.57 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.14.09 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.14.18 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.17.43 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.17.55 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.19.36 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.19.43 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.20.15 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/saltandpepper_Screen Shot 2018-06-13 at 12.20.39 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.50.28 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.50.41 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.52.03 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.52.21 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.52.46 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.53.22 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.53.33 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.54.10 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.54.27 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.55.23 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.55.48 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.55.58 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.56.20 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.56.55 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-12 at 11.59.48 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.00.06 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.01.23 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.01.36 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.02.05 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.02.20 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.03.17 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.04.01 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.06.36 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.06.43 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.07.46 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.08.48 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.09.05 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.09.37 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.10.10 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.10.16 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.10.38 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.11.28 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.14.03 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.15.08 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.17.01 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.17.31 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.18.02 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.18.07 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/translation_Screen Shot 2018-06-13 at 12.18.27 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.50.28 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.50.41 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.52.21 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.52.40 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.52.46 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.53.12 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.53.43 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.53.53 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.54.35 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.54.55 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.55.05 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.56.16 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.58.11 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.59.23 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-12 at 11.59.54 PM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.00.06 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.00.35 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.01.03 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.01.58 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.03.17 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.03.21 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.03.55 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.04.12 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.04.26 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.05.33 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.05.46 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.06.01 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.06.59 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.08.29 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.08.54 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.08.58 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.09.43 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.09.49 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.09.54 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.10.16 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.10.53 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.10.57 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.13.35 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.14.18 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.16.22 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.17.05 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.17.31 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.17.55 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.18.23 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.18.27 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.19.08 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/freshoranges/vertical_flip_Screen Shot 2018-06-13 at 12.20.06 AM.png,oranges,fresh,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.15.34 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.16.54 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.18.25 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.20.04 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.20.34 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.21.09 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.22.39 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.34.49 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.35.38 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.37.53 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.38.13 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.38.59 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.39.20 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.39.35 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.39.44 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.39.53 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.41.14 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.42.37 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.43.48 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.44.36 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.46.32 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.47.50 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.51.08 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.51.16 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.51.37 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.51.45 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.53.57 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.54.41 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.56.47 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.58.04 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.58.30 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.58.38 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.59.09 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.59.13 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 2.59.23 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.00.25 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.01.38 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.02.37 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.03.02 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.03.31 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.04.04 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.04.10 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.05.38 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.06.30 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-07 at 3.17.32 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.24.46 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.25.04 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.25.17 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.25.24 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.26.09 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.26.55 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.28.07 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.29.10 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.29.20 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.30.45 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.30.51 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.31.03 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.34.37 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.34.47 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.37.03 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.39.51 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.42.30 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.42.58 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.43.54 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.45.44 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.46.08 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.46.25 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.48.09 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.48.43 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.50.14 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.50.25 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.50.49 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.51.28 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/Screen Shot 2018-06-08 at 2.52.57 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.16.18 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.16.41 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.18.25 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.19.37 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.20.29 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.21.09 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.22.39 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.25.26 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.31.43 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.31.59 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.34.18 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.35.21 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.36.21 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.37.01 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.37.53 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.38.38 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.38.49 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.38.59 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.40.00 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.40.28 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.40.48 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.41.07 PM.png,apples,rotten,test
/hy-tmp/fruit_classifier/dataset/test/rottenapples/rotated_by_15_Screen Shot 2018-06-07 at 2.42.25 PM.png,apples,rotten,test
